learner_id,employee_id,full_name,email,role,department,region,manager_id,employment_status,role_requires_certification,hire_date,source_system
L01994,E01994,Learner 01994,learner01994@example.com,HR Business Partner,Human Resources,LATAM,M054,Active,True,2022-06-02,HRIS
L01995,E01995,Learner 01995,learner01995@example.com,Product Manager,Product,LATAM,M061,Active,True,2025-02-20,HRIS
L01996,E01996,Learner 01996,learner01996@example.com,HR Business Partner,Human Resources,APAC,M055,Active,True,2026-05-06,HRIS
L01997,E01997,Learner 01997,learner01997@example.com,Support Specialist,Support,EMEA,M076,Active,False,2023-05-25,HRIS
L01998,E01998,Learner 01998,learner01998@example.com,Sales Engineer,Sales,NA,M041,Active,False,2023-03-03,HRIS
L01999,E01999,Learner 01999,learner01999@example.com,Security Analyst,Security,APAC,M059,Active,True,2024-03-28,HRIS
L02000,E02000,Learner 02000,learner02000@example.com,Sales Engineer,Sales,EMEA,M033,Active,True,2025-09-14,HRIS
L02001,E02001,Learner 02001,learner02001@example.com,Customer Success Manager,Customer Success,LATAM,M018,Active,True,2023-02-28,HRIS
L02002,E02002,Learner 02002,learner02002@example.com,Learning Program Manager,Learning and Development,NA,M035,Active,True,2025-03-11,HRIS
L02003,E02003,Learner 02003,learner02003@example.com,Product Manager,Product,EMEA,M038,Active,True,2024-09-21,HRIS
L02004,E02004,Learner 02004,learner02004@example.com,HR Business Partner,Human Resources,EMEA,M029,Active,True,2024-04-24,HRIS
L02005,E02005,Learner 02005,learner02005@example.com,Support Specialist,Support,EMEA,M080,Inactive,True,2022-09-13,HRIS
L02006,E02006,Learner 02006,learner02006@example.com,Security Analyst,Security,APAC,M066,Active,True,2024-11-18,HRIS
L02007,E02007,Learner 02007,learner02007@example.com,Product Manager,Product,APAC,M033,Active,True,2021-12-22,HRIS
L02008,E02008,Learner 02008,learner02008@example.com,Product Manager,Product,LATAM,M043,Active,True,2024-05-21,HRIS
L02009,E02009,Learner 02009,learner02009@example.com,HR Business Partner,Human Resources,EMEA,M006,Active,True,2025-04-08,HRIS
L02010,E02010,Learner 02010,learner02010@example.com,Security Analyst,Security,EMEA,M058,Active,False,2022-08-04,HRIS
L02011,E02011,Learner 02011,learner02011@example.com,Implementation Consultant,Professional Services,LATAM,M047,Active,True,2024-01-26,HRIS
L02012,E02012,Learner 02012,learner02012@example.com,Product Manager,Product,EMEA,M042,Active,True,2026-01-04,HRIS
L02013,E02013,Learner 02013,learner02013@example.com,Security Analyst,Security,NA,M035,Active,True,2025-09-26,HRIS
L02014,E02014,Learner 02014,learner02014@example.com,Customer Success Manager,Customer Success,APAC,M067,Active,True,2022-04-17,HRIS
L02015,E02015,Learner 02015,learner02015@example.com,Customer Success Manager,Customer Success,NA,M043,Active,True,2025-09-28,HRIS
L02016,E02016,Learner 02016,learner02016@example.com,Customer Success Manager,Customer Success,EMEA,M075,Active,True,2022-09-19,HRIS
L02017,E02017,Learner 02017,learner02017@example.com,Security Analyst,Security,EMEA,M063,Active,True,2025-11-27,HRIS
L02018,E02018,Learner 02018,learner02018@example.com,Support Specialist,Support,LATAM,M003,Active,True,2022-04-01,HRIS
L02019,E02019,Learner 02019,learner02019@example.com,Security Analyst,Security,EMEA,M029,Active,False,2021-08-28,HRIS
L02020,E02020,Learner 02020,learner02020@example.com,Implementation Consultant,Professional Services,EMEA,M035,Active,True,2026-04-04,HRIS
L02021,E02021,Learner 02021,learner02021@example.com,Sales Engineer,Sales,APAC,M012,Active,True,2022-11-08,HRIS
L02022,E02022,Learner 02022,learner02022@example.com,Implementation Consultant,Professional Services,EMEA,M001,Active,False,2023-04-04,HRIS
L02023,E02023,Learner 02023,learner02023@example.com,Learning Program Manager,Learning and Development,EMEA,M038,Active,True,2024-05-14,HRIS
L02024,E02024,Learner 02024,learner02024@example.com,Learning Program Manager,Learning and Development,LATAM,M044,Active,True,2021-11-15,HRIS
L02025,E02025,Learner 02025,learner02025@example.com,Support Specialist,Support,APAC,M064,Inactive,True,2023-05-16,HRIS
L02026,E02026,Learner 02026,learner02026@example.com,Product Manager,Product,LATAM,M035,Active,True,2025-03-20,HRIS
L02027,E02027,Learner 02027,learner02027@example.com,Product Manager,Product,LATAM,M036,Active,False,2024-11-13,HRIS
L02028,E02028,Learner 02028,learner02028@example.com,Support Specialist,Support,EMEA,M039,Active,True,2025-11-05,HRIS
L02029,E02029,Learner 02029,learner02029@example.com,Sales Engineer,Sales,LATAM,M071,Active,True,2025-10-19,HRIS
L02030,E02030,Learner 02030,learner02030@example.com,HR Business Partner,Human Resources,EMEA,M062,Active,False,2021-11-12,HRIS
L02031,E02031,Learner 02031,learner02031@example.com,Implementation Consultant,Professional Services,EMEA,M046,Active,True,2021-07-03,HRIS
L02032,E02032,Learner 02032,learner02032@example.com,Support Specialist,Support,LATAM,M013,Active,True,2026-05-03,HRIS
L02033,E02033,Learner 02033,learner02033@example.com,Security Analyst,Security,APAC,M062,Active,True,2024-02-08,HRIS
L02034,E02034,Learner 02034,learner02034@example.com,Product Manager,Product,EMEA,M065,Active,True,2026-05-01,HRIS
L02035,E02035,Learner 02035,learner02035@example.com,Learning Program Manager,Learning and Development,NA,M069,Active,True,2025-10-01,HRIS
L02036,E02036,Learner 02036,learner02036@example.com,HR Business Partner,Human Resources,LATAM,M027,Active,False,2022-01-20,HRIS
L02037,E02037,Learner 02037,learner02037@example.com,Support Specialist,Support,APAC,M012,Active,True,2022-04-23,HRIS
L02038,E02038,Learner 02038,learner02038@example.com,Implementation Consultant,Professional Services,LATAM,M042,Active,True,2024-09-16,HRIS
L02039,E02039,Learner 02039,learner02039@example.com,Product Manager,Product,EMEA,M017,Active,True,2026-01-27,HRIS
L02040,E02040,Learner 02040,learner02040@example.com,Product Manager,Product,APAC,M065,Active,True,2025-01-21,HRIS
L02041,E02041,Learner 02041,learner02041@example.com,Learning Program Manager,Learning and Development,EMEA,M062,Active,True,2021-07-28,HRIS
L02042,E02042,Learner 02042,learner02042@example.com,Security Analyst,Security,NA,M020,Active,True,2021-08-06,HRIS
L02043,E02043,Learner 02043,learner02043@example.com,Implementation Consultant,Professional Services,NA,M018,Active,False,2023-04-28,HRIS
L02044,E02044,Learner 02044,learner02044@example.com,HR Business Partner,Human Resources,EMEA,M014,Active,False,2021-11-22,HRIS
L02045,E02045,Learner 02045,learner02045@example.com,Customer Success Manager,Customer Success,APAC,M039,Active,True,2026-02-06,HRIS
L02046,E02046,Learner 02046,learner02046@example.com,HR Business Partner,Human Resources,APAC,M026,Active,True,2024-04-04,HRIS
L02047,E02047,Learner 02047,learner02047@example.com,Customer Success Manager,Customer Success,APAC,M037,Active,True,2023-05-17,HRIS
L02048,E02048,Learner 02048,learner02048@example.com,Customer Success Manager,Customer Success,NA,M022,Inactive,True,2024-10-06,HRIS
L02049,E02049,Learner 02049,learner02049@example.com,Support Specialist,Support,APAC,M025,Inactive,False,2022-09-21,HRIS
L02050,E02050,Learner 02050,learner02050@example.com,Learning Program Manager,Learning and Development,EMEA,M056,Active,True,2022-06-26,HRIS
L02051,E02051,Learner 02051,learner02051@example.com,Implementation Consultant,Professional Services,APAC,M079,Active,True,2024-11-17,HRIS
L02052,E02052,Learner 02052,learner02052@example.com,Security Analyst,Security,NA,M065,Active,False,2025-06-06,HRIS
L02053,E02053,Learner 02053,learner02053@example.com,Support Specialist,Support,EMEA,M040,Active,True,2022-07-19,HRIS
L02054,E02054,Learner 02054,learner02054@example.com,Product Manager,Product,LATAM,M029,Active,True,2023-04-06,HRIS
L02055,E02055,Learner 02055,learner02055@example.com,Customer Success Manager,Customer Success,NA,M046,Active,True,2023-05-22,HRIS
L02056,E02056,Learner 02056,learner02056@example.com,Product Manager,Product,LATAM,M032,Active,False,2022-06-12,HRIS
L02057,E02057,Learner 02057,learner02057@example.com,Customer Success Manager,Customer Success,LATAM,M067,Active,False,2025-09-04,HRIS
L02058,E02058,Learner 02058,learner02058@example.com,Product Manager,Product,EMEA,M054,Active,True,2024-11-15,HRIS
L02059,E02059,Learner 02059,learner02059@example.com,Security Analyst,Security,APAC,M040,Active,True,2022-07-22,HRIS
L02060,E02060,Learner 02060,learner02060@example.com,Sales Engineer,Sales,APAC,M080,Active,True,2023-06-16,HRIS
L02061,E02061,Learner 02061,learner02061@example.com,Implementation Consultant,Professional Services,APAC,M028,Active,True,2024-02-18,HRIS
L02062,E02062,Learner 02062,learner02062@example.com,Product Manager,Product,EMEA,M040,Active,True,2024-03-24,HRIS
L02063,E02063,Learner 02063,learner02063@example.com,HR Business Partner,Human Resources,APAC,M063,Active,True,2021-10-29,HRIS
L02064,E02064,Learner 02064,learner02064@example.com,Implementation Consultant,Professional Services,EMEA,M050,Active,False,2023-02-01,HRIS
L02065,E02065,Learner 02065,learner02065@example.com,Implementation Consultant,Professional Services,LATAM,M069,Active,True,2024-01-27,HRIS
L02066,E02066,Learner 02066,learner02066@example.com,Learning Program Manager,Learning and Development,LATAM,M056,Active,True,2022-02-18,HRIS
L02067,E02067,Learner 02067,learner02067@example.com,Sales Engineer,Sales,EMEA,M049,Active,True,2024-09-09,HRIS
L02068,E02068,Learner 02068,learner02068@example.com,HR Business Partner,Human Resources,LATAM,M033,Active,True,2023-09-09,HRIS
L02069,E02069,Learner 02069,learner02069@example.com,Sales Engineer,Sales,EMEA,M054,Active,True,2026-01-24,HRIS
L02070,E02070,Learner 02070,learner02070@example.com,Support Specialist,Support,NA,M062,Active,False,2026-03-28,HRIS
L02071,E02071,Learner 02071,learner02071@example.com,Implementation Consultant,Professional Services,NA,M032,Active,True,2022-01-05,HRIS
L02072,E02072,Learner 02072,learner02072@example.com,Customer Success Manager,Customer Success,EMEA,M027,Active,True,2024-11-18,HRIS
L02073,E02073,Learner 02073,learner02073@example.com,Product Manager,Product,EMEA,M023,Active,False,2024-09-10,HRIS
L02074,E02074,Learner 02074,learner02074@example.com,Learning Program Manager,Learning and Development,NA,M003,Active,True,2022-05-20,HRIS
L02075,E02075,Learner 02075,learner02075@example.com,Security Analyst,Security,LATAM,M073,Active,True,2024-08-03,HRIS
L02076,E02076,Learner 02076,learner02076@example.com,Security Analyst,Security,LATAM,M047,Active,True,2025-06-04,HRIS
L02077,E02077,Learner 02077,learner02077@example.com,Support Specialist,Support,EMEA,M034,Active,True,2023-08-30,HRIS
L02078,E02078,Learner 02078,learner02078@example.com,Customer Success Manager,Customer Success,APAC,M068,Active,True,2022-05-16,HRIS
L02079,E02079,Learner 02079,learner02079@example.com,Customer Success Manager,Customer Success,APAC,M016,Active,True,2023-05-06,HRIS
L02080,E02080,Learner 02080,learner02080@example.com,Customer Success Manager,Customer Success,NA,M057,Active,True,2023-01-12,HRIS
L02081,E02081,Learner 02081,learner02081@example.com,Support Specialist,Support,NA,M051,Active,True,2024-08-26,HRIS
L02082,E02082,Learner 02082,learner02082@example.com,HR Business Partner,Human Resources,APAC,M067,Active,True,2024-03-23,HRIS
L02083,E02083,Learner 02083,learner02083@example.com,Support Specialist,Support,EMEA,M057,Active,True,2024-04-22,HRIS
L02084,E02084,Learner 02084,learner02084@example.com,Security Analyst,Security,APAC,M076,Active,True,2022-04-07,HRIS
L02085,E02085,Learner 02085,learner02085@example.com,Customer Success Manager,Customer Success,APAC,M008,Active,True,2022-01-09,HRIS
L02086,E02086,Learner 02086,learner02086@example.com,Sales Engineer,Sales,APAC,M020,Active,True,2022-10-28,HRIS
L02087,E02087,Learner 02087,learner02087@example.com,Sales Engineer,Sales,EMEA,M064,Active,True,2022-01-26,HRIS
L02088,E02088,Learner 02088,learner02088@example.com,Customer Success Manager,Customer Success,EMEA,M069,Active,True,2023-04-27,HRIS
L02089,E02089,Learner 02089,learner02089@example.com,HR Business Partner,Human Resources,APAC,M070,Active,True,2023-07-27,HRIS
L02090,E02090,Learner 02090,learner02090@example.com,Product Manager,Product,APAC,M002,Inactive,True,2024-07-19,HRIS
L02091,E02091,Learner 02091,learner02091@example.com,Product Manager,Product,LATAM,M048,Active,True,2024-09-15,HRIS
L02092,E02092,Learner 02092,learner02092@example.com,Security Analyst,Security,EMEA,M017,Active,True,2024-05-16,HRIS
L02093,E02093,Learner 02093,learner02093@example.com,Security Analyst,Security,APAC,M011,Active,True,2025-04-25,HRIS
L02094,E02094,Learner 02094,learner02094@example.com,Security Analyst,Security,NA,M024,Active,False,2024-07-03,HRIS
L02095,E02095,Learner 02095,learner02095@example.com,Support Specialist,Support,EMEA,M019,Active,False,2025-11-01,HRIS
L02096,E02096,Learner 02096,learner02096@example.com,Implementation Consultant,Professional Services,NA,M056,Active,True,2021-08-09,HRIS
L02097,E02097,Learner 02097,learner02097@example.com,HR Business Partner,Human Resources,NA,M033,Active,True,2024-02-20,HRIS
L02098,E02098,Learner 02098,learner02098@example.com,Customer Success Manager,Customer Success,LATAM,M027,Active,True,2024-12-29,HRIS
L02099,E02099,Learner 02099,learner02099@example.com,Implementation Consultant,Professional Services,EMEA,M004,Active,True,2023-05-29,HRIS
L02100,E02100,Learner 02100,learner02100@example.com,Product Manager,Product,NA,M039,Active,True,2024-04-01,HRIS
L02101,E02101,Learner 02101,learner02101@example.com,Security Analyst,Security,LATAM,M034,Active,True,2021-10-18,HRIS
L02102,E02102,Learner 02102,learner02102@example.com,Implementation Consultant,Professional Services,APAC,M061,Inactive,True,2023-02-04,HRIS
L02103,E02103,Learner 02103,learner02103@example.com,Implementation Consultant,Professional Services,LATAM,M077,Active,True,2023-02-25,HRIS
L02104,E02104,Learner 02104,learner02104@example.com,Support Specialist,Support,APAC,M004,Active,True,2023-09-04,HRIS
L02105,E02105,Learner 02105,learner02105@example.com,Support Specialist,Support,EMEA,M066,Active,True,2021-11-13,HRIS
L02106,E02106,Learner 02106,learner02106@example.com,Sales Engineer,Sales,APAC,M043,Active,True,2022-11-22,HRIS
L02107,E02107,Learner 02107,learner02107@example.com,Support Specialist,Support,APAC,M017,Active,True,2022-04-23,HRIS
L02108,E02108,Learner 02108,learner02108@example.com,Learning Program Manager,Learning and Development,APAC,M061,Active,True,2026-03-18,HRIS
L02109,E02109,Learner 02109,learner02109@example.com,Security Analyst,Security,EMEA,M044,Inactive,True,2024-08-09,HRIS
L02110,E02110,Learner 02110,learner02110@example.com,Customer Success Manager,Customer Success,NA,M014,Active,True,2023-04-15,HRIS
L02111,E02111,Learner 02111,learner02111@example.com,Security Analyst,Security,NA,M062,Active,True,2025-09-13,HRIS
L02112,E02112,Learner 02112,learner02112@example.com,Product Manager,Product,NA,M022,Active,True,2022-09-17,HRIS
L02113,E02113,Learner 02113,learner02113@example.com,Learning Program Manager,Learning and Development,LATAM,M073,Active,False,2025-12-15,HRIS
L02114,E02114,Learner 02114,learner02114@example.com,Learning Program Manager,Learning and Development,APAC,M031,Active,True,2022-11-15,HRIS
L02115,E02115,Learner 02115,learner02115@example.com,Support Specialist,Support,LATAM,M073,Inactive,True,2021-09-21,HRIS
L02116,E02116,Learner 02116,learner02116@example.com,Security Analyst,Security,NA,M051,Active,True,2025-02-28,HRIS
L02117,E02117,Learner 02117,learner02117@example.com,Security Analyst,Security,LATAM,M025,Active,True,2025-10-25,HRIS
L02118,E02118,Learner 02118,learner02118@example.com,Customer Success Manager,Customer Success,APAC,M076,Active,False,2024-05-20,HRIS
L02119,E02119,Learner 02119,learner02119@example.com,HR Business Partner,Human Resources,LATAM,M014,Active,True,2024-01-13,HRIS
L02120,E02120,Learner 02120,learner02120@example.com,Sales Engineer,Sales,APAC,M043,Active,True,2023-01-27,HRIS
L02121,E02121,Learner 02121,learner02121@example.com,Support Specialist,Support,APAC,M060,Active,True,2024-04-29,HRIS
L02122,E02122,Learner 02122,learner02122@example.com,Customer Success Manager,Customer Success,APAC,M016,Active,True,2024-12-04,HRIS
L02123,E02123,Learner 02123,learner02123@example.com,HR Business Partner,Human Resources,EMEA,M029,Active,True,2022-01-12,HRIS
L02124,E02124,Learner 02124,learner02124@example.com,Product Manager,Product,NA,M047,Active,True,2024-10-30,HRIS
